0.00796256	-0.0148939025	-0.042673144	-0.028498974	-0.016597992	0.03942111	-0.07569845	-0.041313898	0.03863884	-0.113355674	0.03550426	0.033006188	-0.0700427	-0.041248385	-0.00079705776	0.12324115
0.018772569	-0.08868833	-0.048468255	-0.10266318	0.03140385	0.10382653	-0.087781474	-0.06242837	0.018474832	-0.10205126	0.057950947	0.038329512	-0.010922263	-0.007213923	0.04183236	0.1934599
0.01068973	-0.12568118	-0.15131287	-0.16097157	0.09366987	0.1736544	-0.09550596	-0.20688736	0.18136688	-0.120369025	-0.0052916487	0.16716269	-0.2215888	-0.1580357	-0.21788861	-0.14727084
-0.34441432	0.5860749	0.5040285	0.55080867	-0.54237044	-0.45496413	0.4309611	0.6482921	-0.47446495	0.43199423	-0.30154902	-0.36925793	0.6997118	0.625035	0.69680226	0.80845356
-0.026017047	0.06845166	0.016043046	0.06402673	-0.012597035	-0.041736625	0.0027345815	0.07560284	-0.024907352	0.027154468	-0.027151113	0.043426216	0.010586595	0.07256536	0.08117481	0.0827179
-0.10080767	0.01058317	0.066365816	-0.010010857	0.019169876	-0.04164941	0.023775138	-0.03384318	0.052939266	0.007884989	-0.07351274	0.047120195	-0.01391931	-0.0363597	-0.016796444	-0.0069533144
-0.39754525	0.48103103	0.4312443	0.4162441	-0.47731817	-0.41267714	0.373043	0.4925546	-0.40113705	0.3730676	-0.3753566	-0.3941065	0.47519723	0.5570096	0.57241195	0.6232035
-0.0098920595	0.00080301455	0.045164697	-0.007146941	-0.026301637	-0.020698244	-0.02699444	0.024559436	-0.02494403	-0.015444566	0.052535854	-0.025800722	0.077767074	0.07822361	0.062274653	0.2022293
-0.34881565	0.48986462	0.46384776	0.44329545	-0.46552977	-0.40565947	0.3406943	0.49578547	-0.37857863	0.38000512	-0.28965405	-0.38896027	0.5097302	0.50405157	0.46848184	0.45194212
0.07852626	0.016547924	-0.045700476	-0.029508676	0.052142665	0.017730376	-0.011567089	-0.026046293	-0.034728505	0.019440856	-0.0018821115	-0.035552863	-0.05542452	-0.07425322	-0.053910863	-0.05831919
-0.50167	0.58958787	0.5526321	0.5394095	-0.5041452	-0.539246	0.48198682	0.53237784	-0.4858928	0.46402848	-0.461342	-0.45671564	0.59298164	0.564816	0.60039735	0.50884515
0.09968028	-0.14812383	-0.12029723	-0.10996706	0.074681245	0.17421085	-0.10214575	-0.14511928	0.15128548	-0.1743626	0.07879956	0.12207402	-0.08027833	-0.077878	-0.052085165	-0.0056213955
-0.0707181	0.32451499	0.2972606	0.33882397	-0.3265018	-0.3035145	0.12502019	0.40244567	-0.26013333	0.09143562	-0.062754594	-0.21478674	0.44804662	0.4811488	0.4839909	0.70997
0.14807521	-0.38888893	-0.39633688	-0.41520813	0.33738863	0.37421483	-0.250067	-0.45779216	0.37346685	-0.30613783	0.12311526	0.36015025	-0.4454112	-0.48348978	-0.41583222	-0.37921184
-0.106325306	0.045341246	-0.002669116	0.03385077	0.019696824	-0.051772665	0.03533837	0.046070565	-0.016191816	0.0911632	-0.057840236	-0.035438772	0.04950052	-0.020265	0.06996577	-0.0025035397
-0.114213414	0.09131152	0.070308656	0.053616453	-0.04666529	-0.10450075	0.08446111	0.049003314	-0.03757956	0.1109627	-0.13720657	-0.056954827	0.07769846	0.062722765	0.036733907	-0.015398071
0.03715728	-0.007626234	-0.0014875825	-0.009857455	0.017019358	0.052130494	-0.109714575	-0.046424095	0.05650413	-0.124034375	0.08168863	0.020227108	0.015811905	0.034985267	-0.0078106336	0.04177568
-0.039440542	0.20088412	0.16180074	0.16338515	-0.14816323	-0.077705756	0.03595761	0.22627507	-0.14221439	0.044586994	0.042654224	-0.081839174	0.15974954	0.22803396	0.24917419	0.26359963
0.17336985	-0.17725831	-0.18618509	-0.11904436	0.13678019	0.09568844	-0.16247845	-0.18828417	0.06310251	-0.20997135	0.21326073	0.17569663	-0.1055759	-0.1657069	-0.122263655	-0.016405834
-0.24545152	0.32004255	0.27313125	0.28986493	-0.29655328	-0.28282842	0.2072733	0.28412777	-0.25501025	0.3363961	-0.22611955	-0.28384534	0.29402155	0.3081087	0.25944954	0.243686
-0.14915986	0.11820636	0.1417433	0.17839696	-0.19878745	-0.1476108	0.12235603	0.114217386	-0.15429074	0.10851404	-0.13790253	-0.1572607	0.12614827	0.12552659	0.16138397	0.24743372
-0.011607901	-0.008627254	0.014376806	-0.098704316	0.07822036	0.07452673	-0.09274964	-0.102832876	0.112675615	-0.12469259	0.044010792	0.109854855	-0.06873052	-0.0038626147	-0.0070549916	0.043870207
